step,episode,success,flow_mean_px,geometry_error_m,artifact_jump_m,entropy_score,depth_rmse_m,depth_delta1,flow_epe_all_px,flow_epe_gt_nonzero_px,rgb_psnr,decoded_frame_count,flow_epe_all_quartile,rgb_warp_mae,rgb_no_warp_mae,rgb_improvement,rgb_warp_over_no_warp,depth_warp_mae,depth_no_warp_mae,depth_improvement,depth_warp_over_no_warp
2000,episode_0000,1.0,0.819554328918457,0.04452327638864517,0.05050865560770035,0.39916182654649274,15.243349487781524,0.9890859375,0.20637547969818115,1.6497544159694595,25.781452164913063,50,4,0.017575365573706675,0.024110233164107313,0.006534867590400638,0.7289587559502331,0.0418932614851597,0.06100102867550996,0.01910776719035026,0.686763197180178
2000,episode_0001,0.0,0.391248494386673,0.027662768959999084,0.16927267611026764,-0.660738066299471,9.611832931859068,0.988735569113552,0.1588599532842636,1.2165217462182045,25.188372187985987,101,3,0.011697626654226655,0.015580367804504931,0.0038827411502782763,0.7507927155669324,0.026068611537065637,0.029964411812834442,0.003895800275768805,0.8699857584065732
2000,episode_0002,1.0,0.6136507391929626,0.04014042764902115,0.09361705929040909,-0.056587149331856934,8.246622213253788,0.9891333486519608,0.16339285671710968,1.3936642801761627,25.676026794839643,51,3,0.01509376170099121,0.02058793797157705,0.005494176270585838,0.7331361557964653,0.03752215479862921,0.05333437405526638,0.015812219256637165,0.7035266741678512
2000,episode_0003,0.0,0.48354774713516235,0.031182875856757164,0.04934098944067955,-0.43396837026069157,1.2770503406034839,0.9873848188041461,0.19929686188697815,1.668509767651558,23.795806041947944,101,4,0.0144758415563073,0.01906991099473089,0.00459406943842359,0.7590932941190944,0.029335828739411197,0.0394031723588705,0.010067343619459306,0.7445042361433766
2000,episode_0004,0.0,0.8035356998443604,0.0940227285027504,3.1417670249938965,1.0838251095764457,11.735200556271737,0.987613247408725,0.22264812886714935,1.6822033053636551,24.52022551197389,101,4,0.018796209992317653,0.026000530519522728,0.007204320527205075,0.7229164027049924,0.07516618840567414,0.06736071175895632,-0.007805476646717824,1.1158758041858743
2000,episode_0005,1.0,0.6407193541526794,0.03500901907682419,0.037720829248428345,-0.0791392864122854,21.442734826429216,0.9921669155943625,0.14127807319164276,1.2992099910974502,26.956191718491162,51,2,0.014356334902213632,0.019659768249839546,0.005303433347625914,0.7302392743922891,0.03277832104506033,0.0458716681599617,0.013093347114901371,0.7145657081849001
2000,episode_0006,1.0,0.6784709692001343,0.17723804712295532,6.202826023101807,2.047805293611065,8.613731533288956,0.9910791015624999,0.16804197430610657,1.5579402202909642,26.473117173072346,45,3,0.014867411413951072,0.020716557956554672,0.0058491465426036005,0.7176583795634544,0.03283823072999512,0.04623031489212404,0.01339208416212892,0.7103181279623783
2000,episode_0007,1.0,0.4380066990852356,0.023906154558062553,0.025189988315105438,-0.6259008966830898,2.290182908376058,0.9916065889246323,0.14015837013721466,1.4197961854934693,26.563732907300412,51,2,0.01165116519383334,0.015121693285182118,0.003470528091348778,0.7704934211620287,0.022121903135575514,0.028230498973280192,0.006108595837704678,0.7836171495137226
2000,episode_0008,0.0,0.2940865159034729,0.018356572836637497,0.043318767100572586,-0.9803757133764819,2.3789087196830474,0.9882498259591586,0.12269991636276245,1.4182277217507362,24.55052240233336,101,1,0.010210749511762795,0.012849357281811535,0.0026386077700487395,0.7946506029077127,0.01716759646596473,0.020472120081540198,0.0033045236155754693,0.8385842011842362
2000,episode_0009,1.0,0.3992405831813812,0.024300724267959595,0.03352779522538185,-0.6940827473701265,10.806561889697095,0.9916720643335458,0.11760705709457397,1.182820255557696,26.762222753950518,49,1,0.01115407162130881,0.014466551646667844,0.003312480025359034,0.7710249057941158,0.022822974059072788,0.030666983055804547,0.00784400899673176,0.7442197368028581
3000,episode_0000,1.0,0.7772067189216614,0.043450064957141876,0.051535602658987045,0.8066913710545702,6.837181917749918,0.9908282940204327,0.1854725480079651,1.4855092068513234,26.263095522688293,52,4,0.017188600654605746,0.023612287708138134,0.006423687053532388,0.7279515168686357,0.040791920282517144,0.059121601940954435,0.01832968165843729,0.6899664241602694
3000,episode_0001,1.0,0.4460168480873108,0.02629501186311245,0.057216838002204895,-0.8894592365685476,10.826137902370343,0.9929534912109373,0.10404807329177856,1.1286158510979185,27.419995125019085,48,1,0.011245844339491816,0.015173839573609703,0.003927995234117887,0.7411337311295568,0.024743199345950463,0.03260388907956633,0.007860689733615867,0.7589033101176491
3000,episode_0002,0.0,0.528415858745575,0.04225606098771095,0.8874717950820923,-0.1487008005923208,7.001088908403227,0.9867735003480819,0.19674313068389893,1.411120088994503,24.174830632555327,101,4,0.014460381865093998,0.019785829526372253,0.005325447661278255,0.7308453681504288,0.04005307714225794,0.04182843266054988,0.0017753555182919364,0.9575562504658727
3000,episode_0003,1.0,0.6385770440101624,0.08288576453924179,2.406141519546509,1.3675295974897632,12.89177817879961,0.9915255033052884,0.14669305086135864,1.3724817464164658,26.43529206717784,52,3,0.01496511139419017,0.020743971357268153,0.005778859963077983,0.7214197867770079,0.034161303485318324,0.048970940166755635,0.01480963668143731,0.6975831660224373
3000,episode_0004,1.0,0.7740690112113953,0.04713251814246178,0.0539504811167717,0.8954401868059433,3.8064647398766924,0.9898573578381147,0.17793025076389313,1.4750910560290018,25.776274185858895,61,3,0.018334933528577194,0.025402971908139685,0.007068038379562491,0.7217633273050428,0.04415580585902276,0.06545835568880042,0.021302549829777653,0.6745633218816559
3000,episode_0005,1.0,0.5474220514297485,0.06984768807888031,1.965232253074646,0.6739758203139767,11.398823973845762,0.9920914559994102,0.13922622799873352,1.3023436665534973,27.080494063701614,53,2,0.01335860481873032,0.018474039317180332,0.0051154344984500125,0.7231014608474984,0.06757444701552603,0.04201772203668952,-0.025556724978836515,1.6082368043396633
3000,episode_0006,0.0,0.46856772899627686,0.03448614850640297,0.416883647441864,-0.5825120365493053,12.198378530247966,0.9884931205522897,0.15805931389331818,1.216717048883438,25.04836568089101,101,3,0.013684496448319183,0.018793315682560204,0.005108819234241021,0.7281576427883849,0.03264949571905122,0.03778864880092442,0.005139153081873196,0.864002729766525
3000,episode_0007,0.0,0.5057782530784607,0.02750772051513195,0.0450056791305542,-0.6347259603231998,7.705417863081528,0.9902217044106012,0.20132528245449066,1.7103265797098477,25.203367213220577,79,4,0.013405229659119567,0.01798330858731881,0.004578078928199244,0.7454262152753711,0.02571958201594372,0.03388765474590354,0.008168072729959817,0.7589661252168485
3000,episode_0008,0.0,0.3277844488620758,0.022466955706477165,0.10580024868249893,-1.4323766657074524,0.1613611943762878,0.9890801791487068,0.206154465675354,2.1441360445399034,25.105254082742025,58,4,0.010520288949888058,0.01341830488098295,0.0028980159310948925,0.7840251836887294,0.021178794334342284,0.023686842972478063,0.002508048638135779,0.894116381742218
3000,episode_0009,0.0,0.4972313642501831,0.049904756247997284,2.414264440536499,-0.055862275923429794,6.511815851277644,0.9904275119894804,0.19727113842964172,1.6179382306337358,25.182666710289464,101,4,0.012817116182070615,0.016979447649791837,0.004162331467721221,0.7548606082879786,0.04807110342845771,0.033159694152418526,-0.014911409276039185,1.4496847650659628
4000,episode_0000,1.0,0.6279537677764893,0.03358210623264313,0.06145576760172844,0.3841808963520245,12.909771658985292,0.9918788069385595,0.1383141130208969,1.238071993507188,26.785854380224404,59,2,0.014436147865666606,0.02026571804689693,0.005829570181230323,0.7123432701248261,0.031586289792922946,0.04507261474520482,0.013486324952281872,0.7007867187377356
4000,episode_0001,1.0,0.440308541059494,0.026337888091802597,0.0416288748383522,-0.8159717249354961,25.62732811113621,0.9928607047872341,0.10176900029182434,1.1079040389993917,27.506212005278034,47,1,0.011111073577037452,0.015050125024888826,0.003939051447851375,0.7382711809984619,0.0247772814848807,0.03269328342993622,0.007916001945055522,0.7578706965062751
4000,episode_0002,0.0,0.624806821346283,0.03483329713344574,0.07664236426353455,0.4135646646298441,5.328973940398433,0.9889092473700496,0.1762159913778305,1.2476821434497833,25.022855951184876,101,3,0.014889532578757615,0.02060692184139043,0.005717389262632815,0.7225500583075153,0.03264326821862853,0.04593738698400557,0.01329411876537704,0.710603505360103
4000,episode_0003,0.0,0.46982720494270325,0.030311983078718185,0.06009182333946228,-0.5249370355523348,18.37136030064361,0.9883810817605199,0.17125262320041656,1.4115816670656205,24.271261509090397,101,3,0.013490758649655545,0.018188064745627345,0.0046973060959718,0.7417368938142344,0.028524417402087866,0.037881041252985595,0.009356623850897729,0.7529998241293516
4000,episode_0004,0.0,0.5408859848976135,0.038916971534490585,0.03556327149271965,0.14097032768176165,0.1682137183771275,0.987177057549505,0.18047355115413666,1.140756528377533,24.424943790924395,101,4,0.014786271807592758,0.02040824798634276,0.00562197617875,0.7245243107964603,0.036444306242333024,0.05213335721287876,0.015689050970545737,0.6990592624376576
4000,episode_0005,0.0,0.4216221272945404,0.025133168324828148,0.04047518968582153,-0.9529200245999743,0.15025832267976044,0.9905779848004331,0.14160113036632538,1.3052727189660072,26.19518990203613,101,2,0.011963005048974218,0.01616956933401525,0.004206564285041034,0.7398468568404166,0.023666594680405616,0.031948411636985835,0.008281816956580219,0.7407753145469883
4000,episode_0006,1.0,0.6358097791671753,0.03360802307724953,0.03348633274435997,0.4244223358124267,8.148759974919734,0.9919233606216755,0.14665909111499786,1.273905973719514,26.839066515913306,47,2,0.014009812880675723,0.019881253657133682,0.005871440776457959,0.7046745201072431,0.03157831202983841,0.04411774666210556,0.01253943463226715,0.715773456676709
4000,episode_0007,0.0,0.5499696731567383,0.0290890634059906,0.05472305789589882,-0.16806288719092544,3.093973215520382,0.9895935872395832,0.20336264371871948,1.4581380707992089,25.094740050604273,75,4,0.014038157277138346,0.018932924948859255,0.004894767671720909,0.7414679619929886,0.027027340428740096,0.03593986390498341,0.008912523476243314,0.7520156586970402
4000,episode_0008,1.0,0.4142606258392334,0.06165863573551178,2.4088892936706543,0.32768308317254874,9.764464062318874,0.9924564190764927,0.12053123861551285,1.2116896690744343,26.405671091493943,67,1,0.01131211391862452,0.015184295342557809,0.0038721814239332884,0.7449877431041851,0.059713498476909904,0.03064846379371981,-0.029065034683190095,1.9483357755502737
4000,episode_0009,1.0,0.4102248251438141,0.07451123744249344,2.7189064025878906,0.7710703646301227,12.16675514836203,0.993231534090909,0.10086943209171295,1.0306919183995988,27.420119296884288,55,1,0.010588790627416635,0.014542248824404346,0.003953458196987711,0.728139832741599,0.07290581621337117,0.02916747816251936,-0.04373833805085181,2.499558439870769
5000,episode_0000,0.0,0.5257972478866577,0.03151487931609154,0.06857447326183319,-0.24804081393054264,7.692010058256069,0.9872812403310643,0.20538462698459625,1.660414798259735,24.140296322447796,101,4,0.014184706340420725,0.019646971505135297,0.005462265164714573,0.7219792799104517,0.02952589935845352,0.04122081669513136,0.011694917336677841,0.716286132225628
5000,episode_0001,0.0,0.4828099012374878,0.0273716039955616,0.04011678695678711,-0.45529559836022315,0.13136316157213532,0.9902453734142945,0.15852807462215424,1.3800235858559609,25.515802968542022,101,3,0.012845945749553868,0.017162323715165257,0.004316377965611389,0.7484968796768601,0.025717387759870074,0.034965717890299855,0.00924833013042978,0.7355029243163075
5000,episode_0002,1.0,0.6142536401748657,0.03517640754580498,0.0776505395770073,0.08238717393609302,10.405138401028056,0.9908583420973558,0.14290685951709747,1.237219380981782,26.38406932770135,52,2,0.013688908493234139,0.019378834267092103,0.005689925773857964,0.7063845174512579,0.03295715237979985,0.04539853736173873,0.012441384981938884,0.7259518542738281
5000,episode_0003,1.0,0.5365652441978455,0.03402570262551308,0.056621287018060684,-0.16704061422184527,0.1414634311255419,0.9910669866597878,0.1334228515625,1.332666587944214,26.430034280218642,53,2,0.014459990810655004,0.019647655041458514,0.00518766423080351,0.7359652222826091,0.03208872444633068,0.044930861689723454,0.012842137243392775,0.7141800365906582
5000,episode_0004,0.0,0.7253748178482056,0.13870568573474884,4.909964561462402,2.45089685788607,12.904560726467926,0.9871800790918938,0.21159188449382782,1.4027217341959477,23.93081811563459,101,4,0.01810520475474862,0.025164135405793785,0.007058930651045164,0.7194844751097865,0.13296589163644698,0.06145992939826101,-0.07150596223818598,2.163456628345
5000,episode_0005,0.0,0.42817381024360657,0.07153970003128052,4.442096710205078,0.25739082178930967,7.509403764906496,0.9903137811339727,0.14644752442836761,1.3261782917380334,25.35745121049594,101,2,0.012735412928233814,0.01730580403935164,0.004570391111117827,0.7359041451376009,0.06981810662085645,0.03361388336401433,-0.036204223256842125,2.077061607630966
5000,episode_0006,1.0,0.6383052468299866,0.03399724140763283,0.04303068295121193,0.12929013392441413,12.584134163645407,0.9912211100260416,0.16012094914913177,1.3539736822564552,26.556875966936378,48,3,0.014187453427465564,0.020145971466727714,0.00595851803926215,0.7042327767709176,0.032014819108827426,0.04441546737909951,0.012400648270272083,0.7208033821832925
5000,episode_0007,1.0,0.3788411021232605,0.02150307223200798,0.030914872884750366,-0.8745696092481994,6.4884782783113994,0.9924234243539662,0.10526442527770996,1.096325437227885,27.118962753122954,52,1,0.010878259701887218,0.014629927468394824,0.003751667766507606,0.7435621075117472,0.020209463853597783,0.02614576633855262,0.005936302484954838,0.7729535861041275
5000,episode_0008,0.0,0.34476885199546814,0.02133946120738983,0.021248089149594307,-0.977228181005071,0.14369020943004307,0.9916217464031559,0.1165701299905777,1.1709422361850739,26.069603448321615,101,1,0.010448234669975656,0.013690373993013054,0.0032421393230373987,0.7631810989637521,0.02005367322161987,0.025159816299565138,0.005106143077945269,0.7970516549903993
5000,episode_0009,1.0,0.538528561592102,0.032178256660699844,0.03710680082440376,-0.19779017077000347,19.761692999438807,0.9916667591441759,0.1314631849527359,1.1129754927269249,26.940504059542363,44,2,0.013000429648188308,0.017539510763315266,0.004539081115126959,0.7412082254106042,0.03014784728359853,0.042135918940699034,0.011988071657100505,0.7154904423779701
6000,episode_0000,1.0,0.786799430847168,0.043239712715148926,0.04878124222159386,0.6067034938000455,4.489700702913836,0.9904854568780637,0.17607764899730682,1.3924769192934037,26.30344410168882,51,3,0.01685900195925236,0.0235578943695873,0.006698892410334941,0.7156412917913964,0.040590798419492105,0.059572695102542636,0.01898189668305053,0.6813658228646814
6000,episode_0001,1.0,0.4315115809440613,0.025753801688551903,0.05269252508878708,-0.7410000214797072,12.914801015052944,0.9922253926595053,0.11263694614171982,1.252398947451977,27.039871401947494,48,1,0.011184167977890633,0.01488714825679013,0.003702980278899497,0.7512632899345376,0.024185461094157746,0.03169581186065965,0.007510350766501906,0.7630491119684275
6000,episode_0002,1.0,0.6114689111709595,0.1562986969947815,6.256318092346191,2.1259832978359867,2.182730587958186,0.9916994448061345,0.13985316455364227,1.174967402557157,26.528231612747028,54,2,0.01458750522850775,0.02058690702015499,0.0059994017916472405,0.7085816831793971,0.03596911630568854,0.05028086290958355,0.01431174660389501,0.7153639421354769
6000,episode_0003,1.0,0.687775731086731,0.04412473365664482,0.26631852984428406,0.3344489331600512,13.400580769777298,0.991940673828125,0.14083366096019745,1.3153681797640664,26.802260374141138,50,2,0.015384711827897173,0.021338750703298315,0.005954038875401142,0.7209752829999647,0.04115765168430722,0.051376297404723506,0.010218645720416288,0.8011019431642052
6000,episode_0004,1.0,0.5797380208969116,0.03962613642215729,0.03888363391160965,-0.06067315423094533,1.3691205642341326,0.9867510477701821,0.1689773052930832,1.2419083610961312,24.400632188784275,96,3,0.015612107847849156,0.021665457817480752,0.006053349969631597,0.7205990281235574,0.03709491793748473,0.05150659779870981,0.014411679861225081,0.7201974023159752
6000,episode_0005,1.0,0.5388908982276917,0.02976890094578266,0.041226036846637726,-0.35647274618579394,14.930773654527831,0.9928473221628289,0.10594972968101501,1.024244670357023,27.35774497053857,57,1,0.012672175022004248,0.017585437919478863,0.004913262897474615,0.7206061674043985,0.02788842958038115,0.037908433275463595,0.010020003695082446,0.7356787703937209
6000,episode_0006,1.0,0.6007925271987915,0.03382163494825363,0.04645330458879471,-0.10360177202686409,10.004378332224276,0.9907540457589287,0.14207787811756134,1.161474815823815,25.788067737818753,56,2,0.01394746356816461,0.020066751895303075,0.006119288327138466,0.6950533718779953,0.03188602057831896,0.04431697663597085,0.01243095605765189,0.7194990046256556
6000,episode_0007,1.0,0.43480563163757324,0.02378048188984394,0.04033445566892624,-0.766836912599415,7.66715476103127,0.992179216657366,0.10487876832485199,0.9894458098845048,26.897913234778027,56,1,0.011277070925241573,0.01557892577045343,0.004301854845211858,0.7238670426112109,0.022357445414973167,0.029173640889877624,0.006816195474904457,0.7663577370613406
6000,episode_0008,1.0,0.42752766609191895,0.023943757638335228,0.030196450650691986,-0.7850836046630716,4.1900309173667685,0.9924360559341753,0.11156304180622101,1.281227420853532,27.071608335282125,47,1,0.010632091395726522,0.01427429687211533,0.0036422054763888077,0.7448416892429458,0.022414023877651356,0.029075727686690894,0.006661703809039538,0.7708843650761062
6000,episode_0009,0.0,0.5745204091072083,0.029731564223766327,0.04423438012599945,-0.25346751361028613,2.3215772620227075,0.9898564404780322,0.17554496228694916,1.2896389004588127,25.835353022310773,101,3,0.012970532864707942,0.01785845559090376,0.004887922726195816,0.726296448086374,0.027864663374227435,0.038362415274605155,0.01049775190037772,0.726353207274379
7000,episode_0000,1.0,0.6396030783653259,0.03443092107772827,0.05171722546219826,-0.008491634843452889,11.164085388680299,0.9919984944661457,0.12914712727069855,1.1159788082211703,26.711825852634,60,2,0.014892724087892212,0.02082516263254871,0.005932438544656497,0.7151312261014703,0.03240793815860182,0.046536814358274815,0.014128876199672992,0.6963935672176689
7000,episode_0001,0.0,0.3376050293445587,0.02924433909356594,0.8197466135025024,-0.8751807869413221,12.833224181565317,0.9909194190903466,0.14785796403884888,1.269469991028309,25.22440608360086,101,3,0.010376419459068724,0.013547836393117905,0.0031714169340491816,0.7659097111309875,0.027872498852415245,0.02494068309664726,-0.0029318157557679837,1.1175515419240685
7000,episode_0002,1.0,0.6899797916412354,0.16671091318130493,6.229434967041016,1.9514472531398468,3.265237680077553,0.9919802246093751,0.13905031979084015,1.179776160692682,26.885293064851826,50,2,0.015340490162027641,0.02155301553596343,0.00621252537393579,0.7117560944415734,0.037357011510806136,0.054473723484469314,0.017116711973663178,0.685780393197667
7000,episode_0003,1.0,0.689434826374054,0.08207953721284866,2.1379127502441406,0.7809140596904014,18.860692805200816,0.991782470703125,0.13485537469387054,1.2202482107950716,26.7255152256552,50,2,0.015437201625125466,0.021490824484855543,0.006053622859730077,0.7183159322382283,0.07915103228268973,0.052297281700053384,-0.026853750582636345,1.513482722393494
7000,episode_0004,0.0,0.7050217986106873,0.10459474474191666,5.9279255867004395,1.1329736651874722,13.892134082420627,0.990009330522896,0.17655421793460846,1.3591730782389642,25.12821990255828,101,3,0.01722464181791319,0.024458057682495565,0.007233415864582374,0.70425223624918,0.10132193429625456,0.06173080197535455,-0.039591132320900016,1.64135133600022
7000,episode_0005,1.0,0.49802136421203613,0.028404146432876587,0.0408514030277729,-0.4644743207378812,9.332862792784969,0.9930098470052083,0.10075585544109344,0.9685593434309555,27.282212495690384,60,1,0.012321410268928964,0.01703557112427839,0.004714160855349425,0.7232754439706296,0.026682894814452365,0.03569507818290238,0.009012183368450014,0.7475230808287096
7000,episode_0006,0.0,0.4959114193916321,0.029034722596406937,0.04785221815109253,-0.46131818842429245,3.4220781178757695,0.9901477171642947,0.16846267879009247,1.3348938703536988,25.83093416073657,101,3,0.013137379649030976,0.01825846914667636,0.0051210894976453855,0.7195225154296623,0.02732505238701843,0.037392749255523085,0.010067696868504655,0.7307580461538713
7000,episode_0007,1.0,0.40597933530807495,0.022248994559049606,0.041009318083524704,-0.7918119724399082,2.094807632666613,0.9925312587193079,0.10377655923366547,0.9940488235516982,27.024838790656638,56,1,0.011019427224381685,0.014987479599023407,0.003968052374641722,0.7352421833731454,0.020643329388614802,0.02684596582654525,0.006202636437930446,0.7689546176593042
7000,episode_0008,0.0,0.37238556146621704,0.061304207891225815,3.8189334869384766,-0.34074208555279095,5.312919715253433,0.9918757976871907,0.1118454709649086,1.040332832634449,26.248227281985486,101,1,0.010672255242155052,0.014314236789941788,0.003641981547786737,0.7455692816894419,0.05975364806506162,0.027616131850518286,-0.03213751621454333,2.1637225802054707
7000,episode_0009,0.0,0.3229252099990845,0.02855742536485195,0.8737238645553589,-0.9233159890780722,4.526393122380913,0.9900655312113243,0.12001059949398041,1.1817785239219665,25.792265357259133,101,1,0.0100827036580339,0.013287810708861798,0.003205107050827898,0.7587934444724467,0.027302311664861332,0.024118599062785507,-0.003183712602075825,1.1320023850745222
8000,episode_0000,0.0,0.6239897012710571,0.04451832175254822,0.9394940137863159,0.6116076244940466,12.888146325503245,0.9887393158261137,0.1881866455078125,1.4631798297166825,24.18995838012259,101,4,0.016580725934250938,0.022839010641910136,0.006258284707659198,0.7259826703306895,0.04252366433302382,0.047063655192032455,0.004539990859008636,0.9035350985513603
8000,episode_0001,0.0,0.4459288716316223,0.053189441561698914,2.723938226699829,0.11465910379545569,6.557612634826414,0.9907509378867575,0.12291693687438965,1.0605339661240578,26.034503138313593,101,1,0.011710794904550334,0.015896321181207894,0.00418552627665756,0.7366984329467218,0.024259292005987244,0.033080816897563634,0.00882152489157639,0.7333341277627452
8000,episode_0002,1.0,0.6085329055786133,0.03781628608703613,0.0653112530708313,0.3674973968037673,14.554775008423762,0.9915826970880679,0.1295255720615387,1.065761634597072,26.52377977779269,55,2,0.014337259024588336,0.020421760536178394,0.006084501511590058,0.7020579346470619,0.03550531645453115,0.05001208368964769,0.014506767235116541,0.7099347564510831
8000,episode_0003,0.0,0.3965773582458496,0.02508528158068657,0.058265361934900284,-0.8455243415956495,6.509181931909948,0.9899920473004333,0.11805547773838043,1.041547853052616,25.262383616542575,101,1,0.012047811816576087,0.016119650364853442,0.004071838548277355,0.7473990777180375,0.023579808154706772,0.030619875732809304,0.007040067578102532,0.7700817717124451
8000,episode_0004,0.0,0.602767288684845,0.10223999619483948,6.26738977432251,2.0806318919552877,4.8368640361298425,0.9851753461478961,0.23395936191082,1.8371503987908364,23.477250570034876,101,4,0.016136727986836165,0.02177530507557094,0.005638577088734775,0.7410563447948392,0.037711825006661266,0.049319199402816594,0.011607374396155327,0.7646479558170386
8000,episode_0005,1.0,0.5212668180465698,0.029242943972349167,0.050456177443265915,-0.22174687759564968,10.33705007138529,0.9925646100725446,0.10906095057725906,1.125829122283242,26.976054757529596,56,1,0.01272560962406885,0.017414093838835305,0.004688484214766456,0.7307649620538167,0.02740347210279662,0.037031574352559715,0.009628102249763095,0.7400028916178775
8000,episode_0006,1.0,0.5901113748550415,0.03401404991745949,0.061081528663635254,0.18939623467502756,6.037498096403267,0.9922029767717635,0.11751152575016022,0.9586832723834298,26.980262560533053,56,1,0.013530461968952254,0.019769356357441707,0.0062388943884894524,0.6844159073077064,0.03157620827561799,0.0437410355122252,0.012164827236607209,0.7218898205112417
8000,episode_0007,0.0,0.43358179926872253,0.024601401761174202,0.03756948933005333,-0.7067131689240491,3.417317181973174,0.9903219997292698,0.15213002264499664,1.3751675307750701,25.07409975352423,101,3,0.012391890500944087,0.01645116035360843,0.004059269852664343,0.7532532802449265,0.023030106484555665,0.030043286788277328,0.007013180303721663,0.7665641461298196
8000,episode_0008,0.0,0.34759828448295593,0.02141675166785717,0.03181140869855881,-1.1454206865809657,2.3378366251098046,0.9904718682317452,0.17007417976856232,1.7335457855463028,24.57881586757356,101,3,0.010673975223919725,0.013915084518957883,0.003241109295038158,0.7670794387637706,0.02013051155913691,0.024937227363698185,0.004806715804561275,0.8072473841913239
8000,episode_0009,1.0,0.4897617697715759,0.02578018791973591,0.04497314989566803,-0.4443871770272683,4.9885662628666445,0.9919433593749998,0.12666600942611694,1.0830222813051138,26.228576482473095,68,2,0.012026259643285173,0.01623232306481631,0.004206063421531136,0.7408834579328516,0.024153296091918488,0.03272470065962468,0.008571404567706189,0.7380753866140156
