step,episode,success,flow_mean_px,geometry_error_m,artifact_jump_m,entropy_score,depth_rmse_m,depth_delta1,flow_epe_all_px,flow_epe_gt_nonzero_px,rgb_psnr,decoded_frame_count
3000,episode_0005,1.0,0.5474220514297485,0.06984768807888031,1.965232253074646,0.6739758203139767,11.398823973845762,0.9920914559994102,0.13922622799873352,1.3023436665534973,27.080494063701614,53
3000,episode_0006,0.0,0.46856772899627686,0.03448614850640297,0.416883647441864,-0.5825120365493053,12.198378530247966,0.9884931205522897,0.15805931389331818,1.216717048883438,25.04836568089101,101
3000,episode_0007,0.0,0.5057782530784607,0.02750772051513195,0.0450056791305542,-0.6347259603231998,7.705417863081528,0.9902217044106012,0.20132528245449066,1.7103265797098477,25.203367213220577,79
3000,episode_0008,0.0,0.3277844488620758,0.022466955706477165,0.10580024868249893,-1.4323766657074524,0.1613611943762878,0.9890801791487068,0.206154465675354,2.1441360445399034,25.105254082742025,58
3000,episode_0009,0.0,0.4972313642501831,0.049904756247997284,2.414264440536499,-0.055862275923429794,6.511815851277644,0.9904275119894804,0.19727113842964172,1.6179382306337358,25.182666710289464,101
4000,episode_0000,1.0,0.6279537677764893,0.03358210623264313,0.06145576760172844,0.3841808963520245,12.909771658985292,0.9918788069385595,0.1383141130208969,1.238071993507188,26.785854380224404,59
4000,episode_0001,1.0,0.440308541059494,0.026337888091802597,0.0416288748383522,-0.8159717249354961,25.62732811113621,0.9928607047872341,0.10176900029182434,1.1079040389993917,27.506212005278034,47
4000,episode_0002,0.0,0.624806821346283,0.03483329713344574,0.07664236426353455,0.4135646646298441,5.328973940398433,0.9889092473700496,0.1762159913778305,1.2476821434497833,25.022855951184876,101
4000,episode_0003,0.0,0.46982720494270325,0.030311983078718185,0.06009182333946228,-0.5249370355523348,18.37136030064361,0.9883810817605199,0.17125262320041656,1.4115816670656205,24.271261509090397,101
4000,episode_0004,0.0,0.5408859848976135,0.038916971534490585,0.03556327149271965,0.14097032768176165,0.1682137183771275,0.987177057549505,0.18047355115413666,1.140756528377533,24.424943790924395,101
4000,episode_0005,0.0,0.4216221272945404,0.025133168324828148,0.04047518968582153,-0.9529200245999743,0.15025832267976044,0.9905779848004331,0.14160113036632538,1.3052727189660072,26.19518990203613,101
4000,episode_0006,1.0,0.6358097791671753,0.03360802307724953,0.03348633274435997,0.4244223358124267,8.148759974919734,0.9919233606216755,0.14665909111499786,1.273905973719514,26.839066515913306,47
4000,episode_0007,0.0,0.5499696731567383,0.0290890634059906,0.05472305789589882,-0.16806288719092544,3.093973215520382,0.9895935872395832,0.20336264371871948,1.4581380707992089,25.094740050604273,75
4000,episode_0008,1.0,0.4142606258392334,0.06165863573551178,2.4088892936706543,0.32768308317254874,9.764464062318874,0.9924564190764927,0.12053123861551285,1.2116896690744343,26.405671091493943,67
4000,episode_0009,1.0,0.4102248251438141,0.07451123744249344,2.7189064025878906,0.7710703646301227,12.16675514836203,0.993231534090909,0.10086943209171295,1.0306919183995988,27.420119296884288,55
5000,episode_0000,0.0,0.5257972478866577,0.03151487931609154,0.06857447326183319,-0.24804081393054264,7.692010058256069,0.9872812403310643,0.20538462698459625,1.660414798259735,24.140296322447796,101
5000,episode_0001,0.0,0.4828099012374878,0.0273716039955616,0.04011678695678711,-0.45529559836022315,0.13136316157213532,0.9902453734142945,0.15852807462215424,1.3800235858559609,25.515802968542022,101
5000,episode_0002,1.0,0.6142536401748657,0.03517640754580498,0.0776505395770073,0.08238717393609302,10.405138401028056,0.9908583420973558,0.14290685951709747,1.237219380981782,26.38406932770135,52
5000,episode_0003,1.0,0.5365652441978455,0.03402570262551308,0.056621287018060684,-0.16704061422184527,0.1414634311255419,0.9910669866597878,0.1334228515625,1.332666587944214,26.430034280218642,53
5000,episode_0004,0.0,0.7253748178482056,0.13870568573474884,4.909964561462402,2.45089685788607,12.904560726467926,0.9871800790918938,0.21159188449382782,1.4027217341959477,23.93081811563459,101
5000,episode_0005,0.0,0.42817381024360657,0.07153970003128052,4.442096710205078,0.25739082178930967,7.509403764906496,0.9903137811339727,0.14644752442836761,1.3261782917380334,25.35745121049594,101
5000,episode_0006,1.0,0.6383052468299866,0.03399724140763283,0.04303068295121193,0.12929013392441413,12.584134163645407,0.9912211100260416,0.16012094914913177,1.3539736822564552,26.556875966936378,48
5000,episode_0007,1.0,0.3788411021232605,0.02150307223200798,0.030914872884750366,-0.8745696092481994,6.4884782783113994,0.9924234243539662,0.10526442527770996,1.096325437227885,27.118962753122954,52
5000,episode_0008,0.0,0.34476885199546814,0.02133946120738983,0.021248089149594307,-0.977228181005071,0.14369020943004307,0.9916217464031559,0.1165701299905777,1.1709422361850739,26.069603448321615,101
5000,episode_0009,1.0,0.538528561592102,0.032178256660699844,0.03710680082440376,-0.19779017077000347,19.761692999438807,0.9916667591441759,0.1314631849527359,1.1129754927269249,26.940504059542363,44
6000,episode_0000,1.0,0.786799430847168,0.043239712715148926,0.04878124222159386,0.6067034938000455,4.489700702913836,0.9904854568780637,0.17607764899730682,1.3924769192934037,26.30344410168882,51
6000,episode_0001,1.0,0.4315115809440613,0.025753801688551903,0.05269252508878708,-0.7410000214797072,12.914801015052944,0.9922253926595053,0.11263694614171982,1.252398947451977,27.039871401947494,48
6000,episode_0002,1.0,0.6114689111709595,0.1562986969947815,6.256318092346191,2.1259832978359867,2.182730587958186,0.9916994448061345,0.13985316455364227,1.174967402557157,26.528231612747028,54
6000,episode_0003,1.0,0.687775731086731,0.04412473365664482,0.26631852984428406,0.3344489331600512,13.400580769777298,0.991940673828125,0.14083366096019745,1.3153681797640664,26.802260374141138,50
6000,episode_0004,1.0,0.5797380208969116,0.03962613642215729,0.03888363391160965,-0.06067315423094533,1.3691205642341326,0.9867510477701821,0.1689773052930832,1.2419083610961312,24.400632188784275,96
6000,episode_0005,1.0,0.5388908982276917,0.02976890094578266,0.041226036846637726,-0.35647274618579394,14.930773654527831,0.9928473221628289,0.10594972968101501,1.024244670357023,27.35774497053857,57
6000,episode_0006,1.0,0.6007925271987915,0.03382163494825363,0.04645330458879471,-0.10360177202686409,10.004378332224276,0.9907540457589287,0.14207787811756134,1.161474815823815,25.788067737818753,56
6000,episode_0007,1.0,0.43480563163757324,0.02378048188984394,0.04033445566892624,-0.766836912599415,7.66715476103127,0.992179216657366,0.10487876832485199,0.9894458098845048,26.897913234778027,56
6000,episode_0008,1.0,0.42752766609191895,0.023943757638335228,0.030196450650691986,-0.7850836046630716,4.1900309173667685,0.9924360559341753,0.11156304180622101,1.281227420853532,27.071608335282125,47
6000,episode_0009,0.0,0.5745204091072083,0.029731564223766327,0.04423438012599945,-0.25346751361028613,2.3215772620227075,0.9898564404780322,0.17554496228694916,1.2896389004588127,25.835353022310773,101
7000,episode_0000,1.0,0.6396030783653259,0.03443092107772827,0.05171722546219826,-0.008491634843452889,11.164085388680299,0.9919984944661457,0.12914712727069855,1.1159788082211703,26.711825852634,60
7000,episode_0001,0.0,0.3376050293445587,0.02924433909356594,0.8197466135025024,-0.8751807869413221,12.833224181565317,0.9909194190903466,0.14785796403884888,1.269469991028309,25.22440608360086,101
7000,episode_0002,1.0,0.6899797916412354,0.16671091318130493,6.229434967041016,1.9514472531398468,3.265237680077553,0.9919802246093751,0.13905031979084015,1.179776160692682,26.885293064851826,50
7000,episode_0003,1.0,0.689434826374054,0.08207953721284866,2.1379127502441406,0.7809140596904014,18.860692805200816,0.991782470703125,0.13485537469387054,1.2202482107950716,26.7255152256552,50
7000,episode_0004,0.0,0.7050217986106873,0.10459474474191666,5.9279255867004395,1.1329736651874722,13.892134082420627,0.990009330522896,0.17655421793460846,1.3591730782389642,25.12821990255828,101
7000,episode_0005,1.0,0.49802136421203613,0.028404146432876587,0.0408514030277729,-0.4644743207378812,9.332862792784969,0.9930098470052083,0.10075585544109344,0.9685593434309555,27.282212495690384,60
7000,episode_0006,0.0,0.4959114193916321,0.029034722596406937,0.04785221815109253,-0.46131818842429245,3.4220781178757695,0.9901477171642947,0.16846267879009247,1.3348938703536988,25.83093416073657,101
7000,episode_0007,1.0,0.40597933530807495,0.022248994559049606,0.041009318083524704,-0.7918119724399082,2.094807632666613,0.9925312587193079,0.10377655923366547,0.9940488235516982,27.024838790656638,56
7000,episode_0008,0.0,0.37238556146621704,0.061304207891225815,3.8189334869384766,-0.34074208555279095,5.312919715253433,0.9918757976871907,0.1118454709649086,1.040332832634449,26.248227281985486,101
7000,episode_0009,0.0,0.3229252099990845,0.02855742536485195,0.8737238645553589,-0.9233159890780722,4.526393122380913,0.9900655312113243,0.12001059949398041,1.1817785239219665,25.792265357259133,101
8000,episode_0000,0.0,0.6239897012710571,0.04451832175254822,0.9394940137863159,0.6116076244940466,12.888146325503245,0.9887393158261137,0.1881866455078125,1.4631798297166825,24.18995838012259,101
8000,episode_0001,0.0,0.4459288716316223,0.053189441561698914,2.723938226699829,0.11465910379545569,6.557612634826414,0.9907509378867575,0.12291693687438965,1.0605339661240578,26.034503138313593,101
8000,episode_0002,1.0,0.6085329055786133,0.03781628608703613,0.0653112530708313,0.3674973968037673,14.554775008423762,0.9915826970880679,0.1295255720615387,1.065761634597072,26.52377977779269,55
8000,episode_0003,0.0,0.3965773582458496,0.02508528158068657,0.058265361934900284,-0.8455243415956495,6.509181931909948,0.9899920473004333,0.11805547773838043,1.041547853052616,25.262383616542575,101
8000,episode_0004,0.0,0.602767288684845,0.10223999619483948,6.26738977432251,2.0806318919552877,4.8368640361298425,0.9851753461478961,0.23395936191082,1.8371503987908364,23.477250570034876,101
8000,episode_0005,1.0,0.5212668180465698,0.029242943972349167,0.050456177443265915,-0.22174687759564968,10.33705007138529,0.9925646100725446,0.10906095057725906,1.125829122283242,26.976054757529596,56
8000,episode_0006,1.0,0.5901113748550415,0.03401404991745949,0.061081528663635254,0.18939623467502756,6.037498096403267,0.9922029767717635,0.11751152575016022,0.9586832723834298,26.980262560533053,56
8000,episode_0007,0.0,0.43358179926872253,0.024601401761174202,0.03756948933005333,-0.7067131689240491,3.417317181973174,0.9903219997292698,0.15213002264499664,1.3751675307750701,25.07409975352423,101
8000,episode_0008,0.0,0.34759828448295593,0.02141675166785717,0.03181140869855881,-1.1454206865809657,2.3378366251098046,0.9904718682317452,0.17007417976856232,1.7335457855463028,24.57881586757356,101
8000,episode_0009,1.0,0.4897617697715759,0.02578018791973591,0.04497314989566803,-0.4443871770272683,4.9885662628666445,0.9919433593749998,0.12666600942611694,1.0830222813051138,26.228576482473095,68
